Codigo;Produto;Quantidade;Altura;Largura;Profundidade
1742;SENSOR PARTIDA FRIO SANTANA/GOL/VOYAGE 90...1.8/2;1;6;3,3;3,3
1745;CEBOLAO RADIADOR FIAT PALIO/TEMPRA S/AR   2 TERM;42;6;3,3;3,3
1746;CEBOLAO RADIADOR FIAT UNO 85/..C/AR C/RAB.3 TERM;1;8;6,5;8
1750;CEBOLAO RADIADOR FIAT FIORINO C/AR C/RABI.3 TERM;1;6;3,3;3,3
1752;CEBOLAO RADIADOR GM CORSA S/AR            2 TERM;6;6;3,3;3,3
1753;CEBOLAO RADIADOR GM VECTRA 2.0 ../96 C/AR 2 TERM;1;6;3,3;3,3
1755;SENSOR TEMPERATURA FORD FIESTA/KA! 96/99     RELOG;3;6;3,3;3,3
1758;TRAVA BENDIX VW FUSCA/KOMBI          BOSCH/WAPSA;3;8;1;2
1760;TRAVA BENDIX PERKINS/MWM/D20/F4000         WAPSA;6;8;1;2
1762;TRAVA BENDIX FIAT/FORD/GM/VW         BOSCH/WAPSA;9;8;1;2
1763;PARAFUSO AUTOMATICO FIAT/FORD/GM/VW  BOSCH/WAPSA;9;9;2;5,5
1764;PARAFUSO AUTOMATICO FIAT/FORD/GM/VW  BOSCH/WAPSA;1;6;2;6
1765;PARAFUSO AUTOMATICO MERCEDES JD            BOSCH;1;9;2;5,5
1766;REPARO PARTIDA PERKINS (CONEXAO DE COBRE)    WAPSA;3;8;5;4
1767;REPARO DINAMO VW ADAPTACAO WAPSA P/BOSCH;3;8;5;4
1768;REPARO ALTERNADOR GM MONZA                   DELCO;4;8;1;6
1770;REPARO PARTIDA MERCEDES JF      C/TRAVA/MOLA BOSCH;33;8;5;4
1771;PORTA ESCOVA PART.GM OPALA/CARAVAN/C10/C14   DELCO;15;8,5;3;6,5
1772;REPARO PARTIDA MERCEDES JF/JD FREIO INDUZIDO BOSCH;3;8;5;4
1775;PARAFUSO AUTOMATICO MERCEDES JF            BOSCH;3;9;2;5,5
1780;SENSOR TEMPERATURA FIAT PALIO/STRADA/UNO    LAMPAD;12;6;3,3;3,3
1781;CEBOLAO RADIADOR FIAT/FORD/GM/VW      92º 2 TERM;234;6;3,3;3,3
1782;SENSOR TEMPERATURA VW GOL/PARATI ../02 INJEC/RELOG;30;6;3,3;3,3
1789;CEBOLINHA RE FIAT PALIO/SIENA/TEMPRA/TIPO;66;11;2,9;3
1790;CEBOLINHA FREIO VW GOL/VOYAGE/SANTANA    2 TERM.;3;5,5;4;4
1791;CEBOLINHA OLEO FIAT PALIO/UNO/DOBLO/FIORINO;324;5,5;4;4
1792;CEBOLINHA OLEO VW/FORD AP 1.8/2.0 C/INJ.;159;5,5;4;4
1793;CEBOLINHA OLEO VW/FORD 1.6 CHT C/INJ.;6;5,5;4;4
1794;CEBOLINHA RE FIAT UNO/FIORINO 91/..;3;11;2,9;3
1802;ESCOVA PARTIDA FORD ESCORT VW GOL/GOLF/POLO  BOSCH;8;12;5;12
1830;JUNTA CARB.FORD ESCORT CHT/CORCEL WEBER DUPLO 460;6;18,5;0,5;12
1831;MODULO IGN.FIAT TEMPRA 2.0 8V 92/94         5 TERM;3;6,5;4;6,3
1842;PALHETA TRASEIRA FIAT UNO 95/..          (UND) 13';57;55;5;5
1856;CEBOLAO RADIADOR VW GOL AP MI AT S/AR     2 TERM;33;6;3,3;3,3
1857;CEBOLAO RADIADOR VW GOL AP MI AT C/AR     3 TERM;33;6;3,3;3,3
1858;CEBOLAO RADIADOR VW GOL 2.0 AP S/AR       2 TERM;6;6;3,3;3,3
1865;CEBOLINHA RE FORD ESCORT/VERONA INJ.ELETR C/PLUG;3;5,5;2,9;3
1870;BENDIX PART.MERCEDES JE                  10D BOSCH;1;13,86;6,1;6,1
1871;BENDIX PART.MERCEDES JF/FORD F4000       10D BOSCH;15;10,76;6,1;6,1
1872;BENDIX PART.FORD RANGER/F1000 4.9 GASOL. 10D MOTOR;3;7,75;5,5;5,5
1874;BENDIX PART.GM CORSA 1.0/1.4             10D VALEO;3;7,75;5,5;5,5
1878;AUTOMATICO PART.FORD ESCORT 1.6 1.8 AP   12V PREST;12;15;8;8
1879;AUTOMATICO PART.PEUGEOT/RENAULT TRAFIC   12V LUCAS;6;15;7,5;7,5
1880;AUTOMATICO PART.FORD F100/F250/F4000 MWM 12V PREST;3;15;7;7
1881;AUTOMATICO PART.FIAT TIPO/TEMPRA   CURTO 12V MAREL;6;15;7,5;7,5
1884;SENSOR PARTIDA FRIO FIAT 1500;1;6;3,3;3,3
1885;SENSOR TEMPERATURA FORD F1000/F350 74/89    PAINEL;3;6;3,3;3,3
1887;VALVULA TERMOSTATICA FIAT PALIO 1.0 1.5 REFIL;6;8;6,5;8
1890;REPARO PARTIDA PERKINS (C/TRAVA E FELTRO)    WAPSA;15;8;5;4
1892;REGULADOR VOLT.VW GOL/SANTANA/FORD ESCORT   LUCAS;3;7,8;5,5;7,8
1916;MANCAL ALTERNADOR MERCEDES 75A              TRASE.;2;15,708;15,708;15,708
1937;BUZINA DUPLA CARACOL 1 TER.;24;23;6;13,5
1938;BENDIX PART.FORD FIESTA/COURIER/KA!      23D MOTOR;6;7,75;5,5;5,5
1941;CHAVE SETA FIAT UNO/FIORINO            S/LIMP.TRAS;18;33;10,7;16,5
1947;SENSOR NIVEL VW GOL/PARATI 94/96     GASOL.MARELLI;9;29,7;4,9;6,9
2000;REGULADOR VOLT.FIAT UNO S/PINO              MARELL;1;6,5;2,2;6,3
2021;CHAVE SETA MERCEDES 88/..  MARRON C/LAMPEJO/BUZINA;6;28,85;8,2;11
2023;JUNTA CARB.FIAT UNO/PREMIO 1.3 WEBER DUPLO 460;14;18,5;0,5;12
2026;RELE TEMPORIZADOR 5 TER. ESCORT/VERONA  VENT/RADIA;2;7;3,5;3,5
2059;CEBOLINHA FREIO FIAT PALIO               2 TERM.;3;11;4;4
2097;BORRACHA VEDACAO SUSPIRO T.VALVULA MOTOR AP TODOS;126;3,1;2,5;2,5
2104;CEBOLINHA FREIO FIAT PALIO/SIENA TODOS   2 TERM.;12;11;4;4
2106;VALVULA TERMOSTATICA FORD FIESTA/KA! 1.0 1.6 ZETEC;30;6,6;5,8;6,6
2115;AUTOMATICO PART.FIAT PALIO 1.6 16V       12V MAREL;9;15;8;8
2130;AUTOMATICO PART.FIAT PALIO 1.0 1.5       12V BOSCH;33;15;8;8
2131;AUTOMATICO PART.MERCEDES SPRINTER        12V BOSCH;12;15;7;8
2141;CHAVE LIMPADOR VW GOL/PARATI 95/05 C/TEMPORIZADOR;9;15;8,4;9
2142;CHAVE LIMPADOR VW GOL/PARATI 95/05 C/LIMP.TR/TEMPO;9;15;8,4;9,8
2144;CHAVE SETA VW GOL BOLA/G2 95/2006         C/ALERTA;105;10,7;1,4;8,4
2145;CHAVE FAROL MILHA VW SANTANA 84/92   (1 ESTAGIO);3;4,6;2,5;4,5
2148;CHAVE LUZ VW GOL/PARATI 95/97 C/REOSTATO (TECLA);12;5,9;4,5;4,6
2149;CHAVE LUZ VW SANTANA/QUANTUM 91/98    C/REOSTATO;9;4,6;4,5;4,5
2163;AUTOMATICO PART.MERCEDES            37MT 24V DELCO;3;15;7;8
2167;JUNTA CARB.FIAT UNO 1050/1300 WEBER SIMPLES 190;3;18,5;0,5;12
2194;VALVULA TERMOSTATICA VW GOL/PARATI 1.0 AT 94/02;3;6,6;5,8;6,6
2201;PORTA ESCOVA PART.MERCEDES JF ESC.SOLDAD.12V BOSCH;6;9,5;3;9,5
2203;REGULADOR VOLT.GM CORSA/VECTRA/OMEGA 100A   BOSCH;39;6,5;5,5;6,3
2207;GARFO PART.VW/BRASILIA/KOMBI                 WAPSA;2;11,5;2;6,5
2208;GARFO PART.VW GOL/PASSAT/ESCORT (GRANDE)     WAPSA;2;11,5;2;6,5
2234;PORTA ESCOVA ALTER.GM CHEVETTE (DELQUINHO)   DELCO;9;8,5;3;6,5
2238;VELA FIAT PALIO/SIENA FIRE 8V 01/..GASOLINA/FLEX;75;10;2,5;9
2242;MODULO IGN.FIAT/FORD/GM/VW                  6 TERM;30;12,5;6;11,5
2246;BENDIX PART.FIAT TIPO 2.0/TEMPRA SW      11D MAREL;2;7,75;5,5;5,5
2252;REGULADOR VOLT.FORD FIESTA/KA!/ESCORT 1.8   BOSCH;27;6,5;5,5;6,3
2258;JUNTA CARB.VW GOL/SANTANA 1.8 2.0 SOLEX DUPLO 2E;9;18,5;0,5;12
2260;BENDIX PART.FORD FIESTA/COURIER 1.4      10D BOSCH;4;7,75;5,5;5,5
2296;BENDIX PART.MERCEDES SPRINTER GM S10      9D PREST;6;10,76;6,1;6,1
2297;BENDIX PART.VW GOL/PARATI/SAVEIRO 1.6     9D BOSCH;12;7,75;5,5;5,5
2299;BENDIX PART.VW GOL 1.0 MI/PARATI 97      10D BOSCH;6;5,55;5,5;5,5
2305;RELE BOMBA ELET.VW TODOS (VERDE)          4 TERM.;90;7;3,5;3,5
2335;CHAVE SETA FIAT PALIO 96/..  C/LIMPADOR TRASEIRO;81;25;10,7;16,5
2336;BENDIX PART.YALE EMPILHADERA C/MOTOR FORD 9D WAPSA;1;10,76;6,1;6,1
2372;RELE TEMPORIZADOR 5 TER. MONZA/KADETT    LUZ INTER;6;7;3,5;3,5
2387;CEBOLINHA FREIO FORD FIESTA/KA! 95/2006 ECOSPORT;24;11;4;4
2390;SENSOR TEMPERATURA FORD CORCEL/BELINA 79/80 PAINEL;3;6;3,3;3,3
2391;BRACO LIMPADOR VW GOL 95/99 (BOLA) PARATI 96/99;3;60;5;5
2392;BRACO LIMPADOR GM CORSA 94/2000                 LD;3;60;5;5
2393;BRACO LIMPADOR GM CORSA 94/2000                 LE;3;60;5;5
2397;BRACO LIMPADOR FIAT PALIO/SIENA/STRADA ../00    LD;3;60;5;5
2400;BRACO LIMPADOR TRASEIRO VW GOLF ../98;4;60;5;5
2402;BARRA LIMPADOR VW GOL/PARATI/SAVEIRO 95/99      LD;3;30;2;6
2403;BARRA LIMPADOR VW GOL/PARATI/SAVEIRO 95/99      LE;3;30;2;6
2412;PALHETA COMUM DIANT.FORD KA! 97/2010   (PAR)19/17';3;60;5;5
2416;CEBOLAO RADIADOR FIAT PALIO/TEMPRA C/AR   3 TERM;18;6;3,3;3,3
2417;CEBOLAO RADIADOR GM VECTRA 2.0 ../96 C/AR 3 TERM;4;9;4;5
2418;SOQUETE P/LAMPADA 2 POLOS ROSETA - EMBORRACHADO;6;6;4;4
2419;SOQUETE P/LAMPADA 1 POLO  ROSETA - EMBORRACHADO;9;6,5;2;2
2420;BRACO LIMPADOR FIAT PALIO/SIENA/STRADA ../00    LE;15;60;5;5
2427;AUTOMATICO PART.FORD RANGER (DIESEL)     12V MITSU;15;15;8;8
2444;BENDIX PART.VW POLO CLASSIC 2.0          10D PREST;1;5,55;5,5;5,5
2454;CEBOLINHA FREIO MERCEDES SPRINTER/709/1620/1618;1;11;4;4
2463;ROLAMENTO 608   MEDIDA 08X22X07 DDU;90;2,5;1;2,5
2466;ROLAMENTO 6201  MEDIDA 12X32X10 DDU;123;3,5;1,2;3,5
2467;ROLAMENTO 6202  MEDIDA 15X35X11 DDU;249;3,8;1,4;3,8
2484;AUTOMATICO PART.FIAT PALIO 1.0 1.5       12V MAREL;24;15;8;8
2485;AUTOMATICO PART.FIAT UNO/TEMPRA/TIPO     12V MAREL;3;15;11;11
2489;TERMINAL ENCAIXE MACHO ESPADAO     C/TRAVA;21;11,5;2,1;10,3
2490;TERMINAL ENCAIXE FEMEA MOSQUITINHO C/TRAVA;114;11,5;2,1;10,3
2491;CAPA TERMINAL MACHO;24;11,5;1,9;10,3
2493;SENSOR TEMPERATURA FORD FIESTA/KA! 1.0 1.3  INJECA;9;6;3,3;3,3
2501;TERMINAL ENCAIXE FEMEA NORMAL      C/TRAVA;75;11,5;2,1;10,3
2502;JUNTA CARB.VW GOL/PARATI WEBER DUPLO 450 MINI PROG;12;18,5;0,5;12
2505;BUZINA INDIV.CARACOL 2 TER.  GRAVE;90;24;10;12,5
2514;ESCOVA PARTIDA FORD FIESTA GM CORSA          BOSCH;18;12;5;12
2516;ESCOVA ALTERNADOR VW/GM/FORD C/CORDOALHA EM CIMA;45;15;8;5
2517;ESCOVA PARTIDA FIAT UNO FORD ESCORT     PRESTOLITE;9;16;12;10
2518;RELE PISCA  3 TERM. 12V S/SUPORTE (MINI);1287;6;3,3;3,5
2519;SOLDA EM FIO 25X75 MARROM 500 GRAMAS;6;5,5;5,5;4
2520;SOLDA EM FIO 40X60 VERDE  500 GRAMAS;6;5,5;5,5;5,5
2521;PASTA P/SOLDAR                         POTE 110G;15;7;7;8
2522;RELE AUXILIAR 4 TERM. 12V 40A INVERTIDOS S/SUPORTE;156;6;3,3;3,5
2523;RELE AUXILIAR 4 TERM. 12V 30A MINI S/SUP. MARROM;189;4,6;2;2,5
2528;RELE BOMBA ELET.VW/GM/FIAT/FORD            7 TERM.;3;7;3,5;3,5
2529;RELE PISCA  4 TERM. 24V 500W C/SUPORTE;60;7;3,5;3,5
2532;CABO VELA GM MONZA/KADETT CARB/MPFI../96 RESISTIVO;9;22;5,5;14
2537;CABO VELA FIAT UNO/PREMIO 1.5 ../89 CARBURADO;3;22;5,5;14
2538;CABO VELA FIAT UNO/FIORINO 1.3 1.5 88/89;6;22;5,5;14
2540;CABO VELA FIAT UNO/ELBA/PREMIO 1.5 92/.. CARBURADO;3;22;5,5;14
2542;CABO VELA FIAT UNO/FIORINO 1.5 92/.. INJECAO;15;22;5,5;14
2553;CABO VELA FIAT TIPO 1.6 8V IE;3;22;5,5;14
2554;CABO VELA FIAT PALIO/FIORINO 1.0 1.5 8V 96/..;36;22;5,5;14
2555;CABO VELA FIAT PALIO/SIENA/STRADA 1.6 8V TODOS;3;22;5,5;14
2556;CABO VELA GM CHEVETTE/CHEVY/MARAJO TODOS RESISTIVO;12;22;5,5;14
2558;CABO VELA GM CORSA/CELTA/PRISMA FIAT MOTOR 1.8;450;22;5,5;14
2559;CABO VELA GM MONZA/KADETT 1.8 2.0 EFI    RESISTIVO;12;22;5,5;14
2560;CABO VELA GM VECTRA/KADETT/IPANEMA 2.0 8V 96/98;6;22;5,5;14
2565;CABO VELA GM OPALA/CARAVAN 4 CILINDROS   RESISTIVO;6;22;5,5;14
2566;CABO VELA GM OPALA/CARAVAN 6 CILINDROS   RESISTIVO;3;22;5,5;14
2567;CABO VELA GM S10/BLAZER 2.2 EFI ../96 GASOLINA;3;22;5,5;14
2568;CABO VELA GM S10/BLAZER 2.2 MPFI 97/.. GASOLINA;3;22;5,5;14
2570;CABO VELA GM VECTRA 2.0 2.2 8V 98/.. GAS/FLEX;54;22;5,5;14
2571;CABO VELA FORD ESCORT/PAMPA/VERONA 1.8 AP ../91;3;22;5,5;14
2573;CABO VELA VW GOL/PARATI 1.6 1.8 AP 82/86 GAS/ALC;9;22;5,5;14
2574;CABO VELA VW GOL/PARATI 1.6 1.8 2.0 AP 87/..C/PINO;36;22;5,5;14
2575;CABO VELA VW GOL/PARATI/SAVEIRO 1.6 AE 92/94;12;22;5,5;14
2576;CABO VELA VW GOL/PARATI/SAVEIRO 1.6 8V AE ../91;3;22;5,5;14
2577;CABO VELA VW GOL/PARATI 1.6 1.8 AP 95/96 GAS/ALC;9;22;5,5;14
2578;CABO VELA VW GOL 1.0 8V PLUS AE 95/96 GASOLINA;3;22;5,5;14
2579;CABO VELA VW GOL 1.0 8V MI AT 97/.. GAS/ALC;15;22;9;14
2580;CABO VELA VW GOL/PARATI 1.6 1.8 2.0 AP 97/.. GAS;30;22;5,5;14
2581;CABO VELA VW LOGUS 1.6 AE 93/94 FORD ESCORT 1.6 AE;3;22;5,5;14
2582;CABO VELA VW LOGUS 1.6 1.8 2.0 AP 93/94 FORD AP;3;22;5,5;14
2583;CABO VELA VW LOGUS 1.6 1.8 2.0 AP 95/96 FORD AP;6;22;5,5;14
2586;CABO VELA VW SANTANA 1.8 2.0 AP MI 97/.. GAS/ALC;9;22;5,5;14
2589;CABO VELA VW KOMBI/FUSCA 1600 C/CATALISADOR;15;22;5,5;14
2591;CABO VELA FORD ESCORT/PAMPA/VERONA 1.6 CHT ../91;18;22;5,5;14
2608;SENSOR TEMPERATURA FIAT PALIO 96/..   INJEC/RELOGI;12;6,5;5;5
2614;PLACA RET.GM CORSA/KADETT/S10 S/PARAFUSO     DELCO;3;11,6;5;9,1
2615;PLACA RET.GM CORSA C/ACD VECTRA 2.2/OMEGA    DELCO;3;11,6;5;9,1
2622;VELA VW FUSCA/KOMBI/GOL BX      R.CURTA GASOLINA;165;10;2,5;9
2623;VELA VW/FORD                      R.LONGA ALCOOL;138;10;2,5;9
2624;VELA VW/FORD/FIAT               R.LONGA GASOLINA;153;10;2,5;9
2625;VELA VW/FORD CHT                 ALCOOL/GASOLINA;240;10;2,5;9
2626;VELA GM CHEVETTE/CHEVY/MARAJO TODOS       ALCOOL;27;10;2,5;9
2627;VELA GM CHEVETTE/CHEVY/MARAJO TODOS     GASOLINA;102;10;2,5;9
2634;VELA FIAT PALIO/SIENA 1.5 1.6           GASOLINA;69;10;2,5;9
2635;VELA FIAT PALIO/SIENA FIRE 8V 01/..GASOLINA/FLEX;3348;10;2,5;9
2637;VELA FORD FIESTA/KA!/COURIER ENDURA      GASOLINA;129;10;2,5;9
2638;VELA FIAT UNO MILLE 1.0 93/2001         GASOLINA;195;10;2,5;9
2640;VELA FIAT/FORD/GM/VW                    GASOLINA;453;10;2,5;9
2641;VELA FIAT/FORD/GM/VW                      ALCOOL;759;10;2,5;9
2645;PALHETA COMUM DIANT.FORD CARGO 85/.PARAF.(UND) 26';33;77;5;5
2667;AUTOMATICO PART.SCANIA/VOLVO KB PEQUENO  24V BOSCH;6;15;11;11
2668;AUTOMATICO PART.SCANIA/VOLVO KB GRANDE   24V BOSCH;6;15;11;11
2673;VELA FIAT UNO/PREMIO/ELBA ../91   R.LONGA ALCOOL;24;10;2,5;9
2674;VELA VW FUSCA/KOMBI/GOL BX        R.CURTA ALCOOL;12;10;2,5;9
2685;BENDIX PART.HYSTER EMPILHADEI.MT.PERKINS 10D WAPSA;4;10,76;6,1;6,1
2688;ROLAMENTO 6204  MEDIDA 20X47X14 DDU;60;5;1,7;5
2689;ROLAMENTO 6403  MEDIDA 17X62X17 DDU;21;6,5;2;6,5
2694;CABO VELA GM CORSA 1.0 1.6 16V GASOLINA;6;22;9;14
2700;VELA FIAT TEMPRA/TIPO 2.0 16V           GASOLINA;93;10;2,5;9
2703;PLACA RET.VW GOL/PARATI FORD ESCORT/BELINA BOSCH;27;12,5;6;11,5
2711;CABO RCA 5 METROS;87;25;2,5;2,5
2713;CEBOLINHA RE FORD ESCORT/FIESTA/KA!/ECOSPORT;15;11;2,9;3
2714;CEBOLINHA OLEO FORD ESCORT/KA!/FIESTA/COURIER;3;5,5;4;4
2717;CEBOLINHA RE GM OMEGA/SUPREMA 93/98 CIRC.FECHADO;3;5,5;2,9;3
2718;CEBOLINHA RE VW GOL/PARATI 1.0 AT 96/.. 8/16V;24;5,5;2,9;3
2726;ESCOVA PARTIDA FIAT PALIO GM CORSA           BOSCH;3;12;5;12
2727;ESCOVA PARTIDA FIAT PALIO/STRADA 1.6       MARELLI;6;12;5;12
2728;ESCOVA PARTIDA MERCEDES/FORD        28MT 12V DELCO;3;12;5;12
2740;VELA FORD ESCORT 1.8 16V ZETEC          GASOLINA;54;10;2,5;10
2741;CHAVE SETA VW GOL/PARATI G3/G4 2000/2014;114;10,7;1,22;8,4
2742;CHAVE LIMPADOR VW GOL/PARATI G3/G4 C/LIMP.TR/TEMPO;21;15;8,4;9,9
2743;CHAVE PISCA ALERTA VW GOL/PARATI/SAVEIRO 99/..G3;27;4,6;4;4,5
2744;CHAVE SETA VW KOMBI 96/..;33;33;6,8;9,5
2759;PORTA ESCOVA PART.VW GOL/SANTANA GM VECTRA   BOSCH;303;9,5;3;9,5
2760;PORTA ESCOVA PART.VW GOL/GOLF FORD ESCORT    BOSCH;180;9,5;3;9,5
2819;BENDIX PART.AGRALE TX1100 TRATOR 4100     9D BOSCH;2;7,75;5,5;5,5
2821;PALHETA REFIL DIANT.FIAT TEMPRA/TIPO     (PAR) 20';3;55;5;5
2831;SILICONE GEL                               470GR;54;21;3,5;10
2847;BENDIX PART.MERCEDES SPRINTER GM S10      9D BOSCH;6;7,75;5,5;5,5
2848;JUNTA INJ.GM CORSA 1.0 1.4     EFI  SIST.ROCHESTER;3;18;0,5;12
2850;VALVULA TERMOSTATICA FORD ESCORT 1.8 ZETEC/FOCUS;3;6,6;5,8;6,6
2852;SENSOR TEMPERATURA FORD FIESTA 1.0 1.6 98/..RELOGI;4;6;3,3;3,3
2855;JUNTA CARB.VW GOL/PARATI/SAVEIRO AE     WEBER 460;3;18,5;0,5;12
2856;CHAVE LIMPADOR VW GOL/PARATI 88/95 S/TEMPORIZADOR;3;15;8,4;9,1
2862;CHAVE LIMPADOR VW GOL/PARATI 84/94 C/LIM.TR/TEMP;12;15;8,4;9,6
2864;JUNTA CARB.VW FUSCA 1300/1500 SOLEX SIMPLES 30 PIC;24;18,5;0,5;12
2865;CHAVE LIMPADOR VW QUANTUM 92/98         C/LIM.TRAS;4;15;8,4;10,7
2867;JUNTA CARB.VW FUSCA 1600 CAR.DUPLA SOLEX 32 PDSIT;3;18,5;0,5;12
2868;CHAVE SETA GM MONZA 82/87;2;22;5;5
2870;JUNTA INJ.GM MONZA/KADETT/IPANEMA/S10 1.8 2.0 EFI;9;18;0,5;12
2874;CHAVE SETA GM MONZA 88/96 KADETT 94/96 D20 93/..;18;25;4,9;5,1
2876;JUNTA INJ.GM MONZA/KADETT/VECTRA/OMEGA    2.0 MPFI;10;18;0,5;12
2877;CHAVE SETA GM KADETT/IPANEMA 89/93;3;25;4,9;5,1
2882;JUNTA INJ.GM VECTRA/S10/BLAZER 2.0 2.2 GLS 8V MPFI;9;18;0,5;12
2884;CHAVE SETA VW GOL/PARATI/VOYAGE 88/95;30;30;8,4;10,7
2888;CHAVE LIMPADOR GM KADETT/IPANEMA 94/98 C/LIMP.TRAS;1;21;4,9;5,1
2890;CHAVE LIMPADOR GM MONZA 88/96 KADETT/D20 94/..;6;21;4,9;5,1
2892;CHAVE LIMPADOR GM KADETT/IPANEMA 89/94 C/LIMP.TRAS;2;22;5;5
2906;JUNTA INJ.GM CORSA 1.0 1.4 1.6 MPFI SIST.ROCHESTER;6;18;0,5;12
2908;SENSOR TEMPERATURA GM BLAZER/S10 4.3 V6 98/.INJECA;1;6;3,3;3,3
2909;JUNTA INJ.FORD FIESTA/KA! 1.0 1.3 ENDURA MPI;7;18;0,5;12
2912;JUNTA INJ.VW GOL 1.0 CLI SANTANA 1.8 92/..;3;18;0,5;12
2914;SILICONE GEL                               190GR;117;16;8;8
2916;JUNTA INJ.VW GOL 1000 PLUS AE CFI SINGLE POINT;3;18;0,5;12
2919;JUNTA INJ.VW GOL/PARATI/SANTANA AE 1.6/AP 1.8;3;18;0,5;12
2922;JUNTA INJ.VW GOL/PARATI 1.0 MI 8V AT SISTEMA BOSCH;19;18;0,5;12
2926;JUNTA INJ.FIAT TIPO 1.6 IE MONOTRONIC;12;18;0,5;12
2929;JUNTA INJ.FIAT UNO/PREMIO/ELBA 1.5/MILLE EP;8;18;0,5;12
2932;JUNTA INJ.FIAT PALIO 1.0/1.5 MPI - MARELLI;3;18;0,5;12
2935;JUNTA INJ.FIAT UNO SPI 96/..;3;18;0,5;12
2938;JUNTA INJ.VW GOL 1.6 1.8 2.0 SANTANA 1.8 2.0 MI;12;18;0,5;12
2945;REGULADOR VOLT.KIA BESTA/TOPIC              POONG;3;6,5;5,5;6,3
2946;AUTOMATICO PART.FIAT TIPO/TEMPRA   LONGO 12V MAREL;3;15;11;11
2948;JUNTA CARB.GM CHEVETTE 1.6 SOLEX 35 PDSI C/CALCO;15;18,5;0,5;12
2951;JUNTA CARB.GM OPALA/CHEVETTE SOLEX DUPLO 34 SEIE;6;18,5;0,5;12
2955;JUNTA CARB.FORD CORCEL/BELINA 78/83 SOLEX 34 SEIE;48;18,5;0,5;12
2956;MODULO IGN.VW GOL/SAVEIRO 1.8 90/..         7 TERM;3;6,5;4;6,3
2957;CABO VELA FORD ESCORT 1.8 16V ZETEC MONDEO 94/98;3;22;9;14
2958;JUNTA CARB.GM MONZA 1.8 SOLEX BLFA 30/34 SEIE;3;18,5;0,5;12
2961;JUNTA CARB.VW GOL/SANTANA 1.8 2.0 SOLEX DUPLO 2E;36;18,5;0,5;12
2962;VELA FORD FIESTA/KA! 1.0 1.6 ZETEC  GASOLINA/FLEX;750;10;2,5;10
2964;JUNTA CARB.VW SANTANA 2.0 GM MONZA SOLEX DUPLO 3E;3;18,5;0,5;12
2967;JUNTA CARB.GM OPALA/CARAVAN WEBER SIMPLES DFV 228;3;18,5;0,5;12
2969;FAROL MILHA VW SANTANA/VERSAILLES 91/95;6;24;23;24
2972;JUNTA CARB.FIAT UNO 1050/1300 WEBER SIMPLES 190;11;18,5;0,5;12
2974;CABO VELA FORD FIESTA/KA!/ECOSPORT 1.0 1.6   ZETEC;75;22;5,5;14
2975;JUNTA CARB.GM CHEVETTE 73/..WEBER SIMPLES DFV 228;16;18,5;0,5;12
2979;JUNTA CARB.FORD CORCEL/PAMPA/BELINA WEBER DFV 228;6;18,5;0,5;12
2982;JUNTA CARB.VW GOL/PARATI WEBER DUPLO 450 MINI PROG;3;18,5;0,5;12
2985;JUNTA CARB.VW GOL/PARATI 1.6 1.8 WEBER TLDZ 495;6;18,5;0,5;12
2988;JUNTA CARB.FIAT UNO/PREMIO 90/.. WEBER TLDF 495;3;18,5;0,5;12
2991;JUNTA CARB.FIAT UNO/PREMIO 93/..WEBER TLDF 495;62;18,5;0,5;12
2994;JUNTA CARB.FORD ESCORT CHT/CORCEL WEBER DUPLO 460;9;18,5;0,5;12
2997;JUNTA INJ.FIAT UNO/PREMIO/ELBA 1.5 IE 93/..;11;18;0,5;12
3010;ROLAMENTO 62304 MEDIDA 17X52X21 DDU;6;5,5;2,6;5,5
3080;LAMPADA PINGUINHO 1,5W          C/SOQUETE BEGE 12V;190;4,4;1,5;1,5
3108;RABICHO P/SOQUETE 2 POLOS P/LAMPADA 1034/1176;54;15;5;5
3109;RABICHO P/SOQUETE 1 POLO P/LAMPADA 67/1141;141;15;5;5
3132;ROLAMENTO 6301  MEDIDA 12X37X12 DDU;27;3;1,5;3
3146;FAROL MILHA VW GOL 95/..                        LD;3;27;13;14
3148;FAROL MILHA VW GOL 95/..                        LE;3;24;19;21
3153;FAROL MILHA VW GOL/VOYAGE/PARATI 87/94          LE;5;24;19;21
3160;FAROL MILHA VW GOL/VOYAGE/PARATI 87/94          LD;3;24;19;21
3163;BENDIX PART.CUMMINS/MF              42MT 11D DELCO;1;13,86;6,1;6,1
3164;LIMPA PNEUS                                500ML;72;24;19;21
3178;BENDIX PART.VALMET TRATOR 68 MWM D229     9D BOSCH;2;5,55;5,5;5,5
3181;CABO VELA FIAT PALIO 1.0 1.3 8V FIRE 2001/2004;27;22;5,5;14
3199;MANCAL ALTERNADOR VW GOL BX/FUSCA/KOMBI     TRASE.;3;16;13,8;15
3207;AUTOMATICO PART.FORD ESCORT/FIESTA ZETEC 12V MOTOR;18;15;11;11
3224;PLACA RET.MERCEDES/SCANIA - SIMPLES        BOSCH;2;11,6;5;9,1
3264;AUTOMATICO PART.GM D20/SILVERADO MAXION  12V PREST;12;15;7,5;7,5
3273;BENDIX PART.KIA PICANTO/SPORTAGE          8D MITSU;3;7,75;5,5;5,5
3289;BENDIX PART.GM SILVERADO 6 CILIN.GASOLINA 9D PREST;2;7,75;5,5;5,5
